source,time_s,time_ns,action,controller_state,hand_in_frame
"gui","1681417295","799491167","3","1"
"gui","1681417296","631773710","3","1"
"gui","1681417303","215627193","3","1"
"gui","1681417304","447745084","3","1"
"gui","1681417305","783725023","4","0"
"gui","1681417307","335707426","4","0"
"gui","1681417309","911644220","1","1"
"gui","1681417310","540838956","1","1"
"gui","1681417312","95670938","4","0"
"gui","1681417313","295776605","4","0"
"gui","1681417313","487782955","4","0"
"gui","1681417313","853516340","4","0"
"gui","1681417314","339398622","4","0"
"gui","1681417314","926843166","4","0"
"gui","1681417315","83088636","4","0"
"gui","1681417315","503505706","4","0"
"gui","1681417315","598837614","4","0"
"gui","1681417315","620800971","4","0"
"gui","1681417316","81159591","4","0"
"gui","1681417316","125755786","4","0"
"gui","1681417316","174641132","4","0"
"gui","1681417316","220259189","4","0"
"gui","1681417316","681553840","4","0"
"gui","1681417316","796561717","4","0"
"gui","1681417316","821410655","4","0"
"gui","1681417317","276525974","4","0"
"gui","1681417317","607801198","4","0"
"gui","1681417317","987380743","4","0"
"gui","1681417318","481631755","4","0"
"gui","1681417318","606875181","4","0"
"gui","1681417318","622893095","4","0"
"gui","1681417319","81778764","4","0"
"gui","1681417319","208570718","4","0"
"gui","1681417319","229710817","4","0"
"gui","1681417319","623310089","4","0"
"gui","1681417319","757555246","4","0"
"gui","1681417319","810110092","4","0"
"gui","1681417320","195265531","4","0"
"gui","1681417320","340332984","4","0"
"gui","1681417320","415873527","4","0"
"gui","1681417320","903808116","4","0"
"gui","1681417321","311815738","4","0"
"gui","1681417321","776021957","4","0"
"gui","1681417322","215962886","4","0"
"gui","1681417322","740058660","4","0"
"gui","1681417322","919686794","4","0"
"gui","1681417323","226844310","4","0"
"gui","1681417323","751209020","4","0"
"gui","1681417323","770066261","4","0"
"gui","1681417324","48615694","4","0"
"gui","1681417324","423206806","4","0"
"gui","1681417324","671760559","4","0"
"gui","1681417325","87962150","4","0"
"gui","1681417325","303886413","4","0"
"gui","1681417325","621041774","4","0"
"gui","1681417325","943705320","4","0"
"gui","1681417326","423835992","4","0"
"gui","1681417326","872014284","4","0"
"gui","1681417327","375786304","4","0"
"gui","1681417327","879889249","4","0"
"gui","1681417328","370719432","4","0"
"gui","1681417328","563700199","4","0"
"gui","1681417328","966970920","4","0"
"gui","1681417330","743846416","1","1"
"gui","1681417332","191923856","2","1"
"gui","1681417332","816166400","3","1"
"gui","1681417333","572597980","3","1"
"gui","1681417334","243669509","3","1"
"gui","1681417335","919855356","1","0"
"gui","1681417337","122866868","1","0"
"gui","1681417345","8180141","5","1"
"gui","1681417345","840069055","5","1"
"gui","1681417347","568147182","5","1"
"gui","1681417348","720183610","5","1"
"gui","1681417349","536241769","5","1"
"gui","1681417350","248013257","5","1"
"gui","1681417351","480360031","5","1"
"gui","1681417352","214740991","5","1"
"gui","1681417352","697763681","5","1"
"gui","1681417353","131555318","5","1"
"gui","1681417353","490758895","5","1"
"gui","1681417353","864413022","5","1"
"gui","1681417354","297603845","5","1"
"gui","1681417354","815901517","5","1"
"gui","1681417355","360169172","5","1"
"gui","1681417355","789576292","5","1"
"gui","1681417356","225977659","5","1"
"gui","1681417356","656798124","5","1"
"gui","1681417357","80592155","5","1"
"gui","1681417357","497393608","5","1"
"gui","1681417357","940243244","5","1"
"gui","1681417357","958445310","5","1"
"gui","1681417358","9136676","5","1"
"gui","1681417358","57893276","5","1"
"gui","1681417358","98523139","5","1"
"gui","1681417358","212369441","5","1"
"gui","1681417358","300207853","5","1"
"gui","1681417358","366125345","5","1"
"gui","1681417358","427419900","5","1"
"gui","1681417358","500554561","5","1"
"gui","1681417358","567151069","5","1"
"gui","1681417358","619339942","5","1"
"gui","1681417358","676439285","5","1"
"gui","1681417358","718393564","5","1"
"gui","1681417358","767359733","5","1"
"gui","1681417358","827820301","5","1"
"gui","1681417358","892550945","5","1"
"gui","1681417360","776307821","2","1"
"gui","1681417361","296372175","2","1"
"gui","1681417361","622977733","2","1"
"gui","1681417361","847240447","2","1"
"gui","1681417361","976094484","2","1"
"gui","1681417362","344489574","2","1"
"gui","1681417362","633542537","2","1"
"gui","1681417362","869945287","2","1"
"gui","1681417363","117368936","2","1"
"gui","1681417363","384479761","2","1"
"gui","1681417363","659753561","2","1"
"gui","1681417363","964187383","2","1"
"gui","1681417364","227273941","2","1"
"gui","1681417364","448482751","2","1"
"gui","1681417364","707652091","2","1"
"gui","1681417364","985406398","2","1"
"gui","1681417365","293975591","2","1"
"gui","1681417365","503323554","2","1"
"gui","1681417365","672379970","2","1"
"gui","1681417365","960423469","2","1"
"gui","1681417366","179115295","2","1"
"gui","1681417366","370967149","2","1"
"gui","1681417366","569328069","2","1"
"gui","1681417366","764364957","2","1"
"gui","1681417367","312371730","2","1"
"gui","1681417367","835695028","2","1"
"gui","1681417368","115076303","2","1"
"gui","1681417368","253845214","2","1"
"gui","1681417368","439939260","2","1"
"gui","1681417368","610677957","2","1"
"gui","1681417368","846541166","2","1"
"gui","1681417368","973583698","2","1"
"gui","1681417369","672421693","8","1"
"gui","1681417372","80558538","2","1"
"gui","1681417375","576535463","2","1"
"gui","1681417376","134548187","2","1"
"gui","1681417376","504408121","2","1"
"gui","1681417377","176566839","2","1"
"gui","1681417377","752609968","2","1"
"gui","1681417378","600519657","2","1"
"gui","1681417382","600565433","5","1"
"gui","1681417383","416699886","5","1"
"gui","1681417384","464557647","1","0"
"gui","1681417385","904552936","2","0"
"gui","1681417388","56560754","2","0"
"gui","1681417392","688787221","5","1"
"gui","1681417396","320783853","5","1"
"gui","1681417405","392817974","4","0"
"gui","1681417406","288879871","4","0"
"gui","1681417407","472793579","4","0"
"gui","1681417407","968924045","4","0"
"gui","1681417408","193128585","4","0"
"gui","1681417408","728811264","4","0"
"gui","1681417408","952867031","4","0"
"gui","1681417412","960954427","4","1"
"gui","1681417414","480880022","3","1"
"gui","1681417415","840950727","2","1"
"gui","1681417417","361123561","1","1"
"gui","1681417421","177097558","3","0"
"gui","1681417423","817057371","1","0"
"gui","1681417430","785264492","6","1"
"gui","1681417431","536085844","6","1"
"gui","1681417432","31472682","6","1"
"gui","1681417432","456910848","6","1"
"gui","1681417432","961947202","6","1"
"gui","1681417433","385197639","6","1"
"gui","1681417433","883659839","6","1"
"gui","1681417434","315356492","6","1"
"gui","1681417434","652395009","6","1"
"gui","1681417435","100134849","6","1"
"gui","1681417435","528596878","6","1"
"gui","1681417436","36308288","6","1"
"gui","1681417436","465131998","6","1"
"gui","1681417436","898308038","6","1"
"gui","1681417437","324548721","6","1"
"gui","1681417437","834038734","6","1"
"gui","1681417438","256709098","6","1"
"gui","1681417438","621732711","6","1"
"gui","1681417439","56367158","6","1"
"gui","1681417439","421862125","6","1"
"gui","1681417439","792850494","6","1"
"gui","1681417440","217646360","6","1"
"gui","1681417440","465478658","6","1"
"gui","1681417440","515917539","6","1"
"gui","1681417440","567542314","6","1"
"gui","1681417440","617237091","3","1"
"gui","1681417441","521356582","3","1"
"gui","1681417442","889437675","4","1"
"gui","1681417446","746140241","4","0"
"gui","1681417447","497266292","4","0"
"gui","1681417447","689533710","4","0"
"gui","1681417448","52373170","4","0"
"gui","1681417448","228238582","4","0"
"gui","1681417448","591336011","4","0"
"gui","1681417448","724163532","4","0"
"gui","1681417449","137923955","4","0"
"gui","1681417449","337535142","4","0"
"gui","1681417450","145713806","4","0"
"gui","1681417450","713636398","4","0"
"gui","1681417450","913672208","4","0"
"gui","1681417451","273313045","4","0"
"gui","1681417451","402245521","4","0"
"gui","1681417451","617623567","4","0"
"gui","1681417451","985388755","4","0"
"gui","1681417452","193560838","4","0"
"gui","1681417452","483850479","4","0"
"gui","1681417452","985606193","4","0"
"gui","1681417453","17206192","4","0"
"gui","1681417453","81566572","4","0"
"gui","1681417453","535417079","4","0"
"gui","1681417453","665982484","4","0"
"gui","1681417453","737477064","4","0"
"gui","1681417454","89140176","4","0"
"gui","1681417454","261200428","4","0"
"gui","1681417454","642285346","4","0"
"gui","1681417454","929404973","4","0"
"gui","1681417455","243793964","4","0"
"gui","1681417455","744202852","4","0"
"gui","1681417455","882023572","4","0"
"gui","1681417455","961491823","4","0"
"gui","1681417456","359304428","4","0"
"gui","1681417456","681536436","4","0"
"gui","1681417456","970762014","4","0"
"gui","1681417457","551581144","4","0"
"gui","1681417457","574477672","4","0"
"gui","1681417457","841601133","4","0"
"gui","1681417458","203661918","4","0"
"gui","1681417458","327783823","4","0"
"gui","1681417458","554070949","4","0"
"gui","1681417459","17654418","4","0"
"gui","1681417459","249593496","4","0"
"gui","1681417459","649603605","4","0"
"gui","1681417460","89557647","4","0"
"gui","1681417460","489717483","4","0"
"gui","1681417460","918551445","4","0"
"gui","1681417461","297816038","4","0"
"gui","1681417461","785556077","4","0"
"gui","1681417462","481626033","4","0"
"gui","1681417462","705560922","4","0"
"gui","1681417463","321650266","4","0"
"gui","1681417464","969749450","1","0"
"gui","1681417466","257752418","2","0"
"gui","1681417467","514967918","2","0"
"gui","1681417468","660986900","2","0"
"gui","1681417469","684099912","2","0"
"gui","1681417470","715599060","2","0"
"gui","1681417471","767303466","2","0"
"gui","1681417472","827991485","2","0"
"gui","1681417473","864354372","3","0"
"gui","1681417474","329774618","3","0"
"gui","1681417474","822146415","3","0"
"gui","1681417474","991047143","3","0"
"gui","1681417475","381824493","3","0"
"gui","1681417475","585852622","3","0"
"gui","1681417475","978563547","3","0"
"gui","1681417476","132087230","3","0"
"gui","1681417476","513654232","3","0"
"gui","1681417476","653910160","3","0"
"gui","1681417476","713523387","3","0"
"gui","1681417477","43502330","3","0"
"gui","1681417477","533719301","3","0"
"gui","1681417477","582925796","3","0"
"gui","1681417478","17849922","3","0"
"gui","1681417478","641837358","3","0"
"gui","1681417478","841971397","3","0"
"gui","1681417479","266376018","3","0"
"gui","1681417479","737874746","3","0"
"gui","1681417480","231616973","3","0"
"gui","1681417480","323165893","3","0"
"gui","1681417480","505845069","3","0"
"gui","1681417480","857836961","3","0"
"gui","1681417481","412153005","3","0"
"gui","1681417481","462666988","3","0"
"gui","1681417481","965762138","3","0"
"gui","1681417482","61288356","3","0"
"gui","1681417482","193946838","3","0"
"gui","1681417482","593879461","3","0"
"gui","1681417482","794089555","3","0"
"gui","1681417483","199003934","3","0"
"gui","1681417483","356222152","3","0"
"gui","1681417483","449959993","3","0"
"gui","1681417483","763329029","3","0"
"gui","1681417484","360230922","3","0"
"gui","1681417484","405878305","3","0"
"gui","1681417484","463636398","3","0"
"gui","1681417484","867807626","3","0"
"gui","1681417484","999441146","3","0"
"gui","1681417485","346036672","3","0"
"gui","1681417485","681994676","3","0"
"gui","1681417486","66024541","3","0"
"gui","1681417486","202512979","3","0"
"gui","1681417486","418113231","3","0"
"gui","1681417486","770812749","3","0"
"gui","1681417486","969353199","3","0"
"gui","1681417487","289931058","3","0"
"gui","1681417487","801966667","3","0"
"gui","1681417487","823771238","3","0"
"gui","1681417488","9865045","3","0"
"gui","1681417488","366567611","3","0"
"gui","1681417488","471261501","3","0"
"gui","1681417488","964086294","3","0"
"gui","1681417489","25350093","3","0"
"gui","1681417489","83397150","3","0"
"gui","1681417489","385970830","3","0"
"gui","1681417491","713967800","3","0"
"gui","1681417492","306157827","3","0"
"gui","1681417493","89936494","3","0"
"gui","1681417493","618023395","3","0"
"gui","1681417494","218201160","3","0"
"gui","1681417494","690030097","3","0"
"gui","1681417495","834114313","3","0"
"gui","1681417496","418201923","3","0"
"gui","1681417500","394269943","1","0"
"gui","1681417501","858328580","2","0"
"gui","1681417506","690124034","4","1"
"gui","1681417518","322243690","5","1"
"gui","1681417519","7308721","5","1"
"gui","1681417519","595533370","5","1"
"gui","1681417520","88449716","5","1"
"gui","1681417520","524695158","5","1"
"gui","1681417520","968114376","5","1"
"gui","1681417521","409246921","5","1"
"gui","1681417521","837115049","5","1"
"gui","1681417522","345538616","5","1"
"gui","1681417522","875141143","5","1"
"gui","1681417523","298492431","5","1"
"gui","1681417523","749787330","5","1"
"gui","1681417524","198417186","5","1"
"gui","1681417524","628353834","5","1"
"gui","1681417525","51278352","5","1"
"gui","1681417530","378495693","6","1"
"gui","1681417531","75370311","6","1"
"gui","1681417531","566279649","6","1"
"gui","1681417531","996333599","6","1"
"gui","1681417532","370227813","6","1"
"gui","1681417532","721136808","6","1"
"gui","1681417537","170591831","2","0"
"gui","1681417541","386597156","5","1"
"gui","1681417542","538573741","5","1"
"gui","1681417547","306706190","2","1"
"gui","1681417552","26727676","2","0"
"gui","1681417555","266874790","1","0"
"gui","1681417558","250854492","5","1"
"gui","1681417567","354924917","7","1"
"gui","1681417574","19138813","1","1"
"gui","1681417574","995105743","1","1"
"gui","1681417579","19068717","2","0"
"gui","1681417580","272227287","2","0"
"gui","1681417581","358666419","2","0"
"gui","1681417582","410967826","2","0"
"gui","1681417583","472947597","2","0"
"gui","1681417584","501634120","2","0"
"gui","1681417585","684896469","2","0"
"gui","1681417588","331359386","1","0"
"gui","1681417592","483238220","8","1"
"gui","1681417678","972734928","2","0"
"gui","1681417681","956528902","1","1"
"gui","1681417683","836382627","1","1"
"gui","1681417685","244552135","2","0"
"gui","1681417686","413733959","2","0"
"gui","1681417691","196486711","5","1"
"gui","1681417693","348439693","5","1"
"gui","1681417696","660791873","7","1"
"gui","1681417701","380765676","1","1"
"gui","1681417702","252816200","1","1"
"gui","1681417702","996671915","1","1"
"gui","1681417703","645515203","1","1"
"gui","1681417704","212894678","1","1"
"gui","1681417705","524851083","1","1"
"gui","1681417706","62574148","1","1"
"gui","1681417706","764718770","1","1"
"gui","1681417713","596871852","3","1"
"gui","1681417714","421520709","3","1"
"gui","1681417715","112946271","3","1"
"gui","1681417715","808937788","3","1"
"gui","1681417716","431215763","3","1"
"gui","1681417717","91658830","3","1"
"gui","1681417717","725772142","3","1"
"gui","1681417718","360785484","3","1"
"gui","1681417718","987206220","3","1"
"gui","1681417719","611622571","3","1"
"gui","1681417720","244208097","3","1"
"gui","1681417721","588986158","1","1"
"gui","1681417722","564944267","2","1"
"gui","1681417723","532918930","5","1"
"gui","1681417724","227962017","5","1"
"gui","1681417725","636959314","5","1"
"gui","1681417726","476924657","5","1"
"gui","1681417730","189117193","8","1"
"gui","1681417797","653874874","3","1"
"gui","1681417799","406894445","4","0"
"gui","1681417801","550233602","4","0"
"gui","1681417801","973845005","4","0"
"gui","1681417802","395254850","4","0"
"gui","1681417804","103266239","1","1"
"gui","1681417804","819926261","1","1"
"gui","1681417805","959055185","4","0"
"gui","1681417806","309973239","4","0"
"gui","1681417806","703348398","4","0"
