Participant Code,Task Name,Duration
"4","gui-t","309.33359003067017"
"4","gui-m","63.37547183036804"
"4","gui-d","256.5459613800049"
"4","xbox-t","215.02283239364624"
"4","xbox-m","39.599265336990356"
"4","xbox-d","208.0173761844635"
"4","hand-t","232.45007276535034"
"4","hand-m","112.80052399635315"
"4","hand-d","296.4658932685852"
