source,time_s,time_ns,action,controller_state
xbox,1681425735,540753602,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425735,640765905,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425735,740826606,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425735,840702533,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425735,940682172,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425736,40676355,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425736,140700578,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425736,240714788,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425736,340681076,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425736,440716743,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425736,540737867,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425736,640724182,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425736,740726232,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425736,840675592,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425736,940725803,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425737,40702581,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425737,140722990,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425737,240610361,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425737,340726852,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425737,440763950,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425737,540707826,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425737,640717983,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425737,740709066,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425737,840688467,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425737,940697908,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425738,40721893,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425738,140733242,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425738,240679502,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425738,340732574,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425738,440684318,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425738,540735244,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425738,640722036,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425738,740724325,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425738,840682744,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425738,940723896,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425739,40759086,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425739,140750408,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425739,240730762,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425739,340744256,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425739,440726518,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425739,540839195,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425739,640723705,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425739,740695476,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425739,840703725,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425739,940750837,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425740,40760278,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425740,140757799,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425740,240721940,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425740,340708494,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425740,440666913,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425740,540820121,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425740,640688180,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425740,740734815,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425740,840715169,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425740,940757751,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425741,40662288,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425741,140686511,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425741,240690708,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425741,340710401,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425741,440720796,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425741,540755510,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425741,640712499,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425741,740775585,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425741,840693950,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425741,940704584,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425742,40662050,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425742,140728473,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425742,240826368,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425742,340704202,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425742,440746784,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425742,540761232,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425742,640740633,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425742,740657091,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425742,840601205,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425742,940762042,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425743,40734767,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425743,140739917,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425743,240770578,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425743,340707302,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425743,440816879,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425743,540721416,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425743,640707492,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425743,740710735,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425743,840686559,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425743,940767288,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425744,40733814,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425744,140703916,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425744,240709066,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425744,340685367,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425744,440704584,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425744,540791749,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425744,640741348,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425744,740700244,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425744,840720415,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425744,940693855,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425745,40736198,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425745,140696287,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425745,240737199,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425745,340710878,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425745,440746068,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425745,540736198,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425745,640743970,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425745,740711927,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425745,840737342,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425745,940715074,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425746,40766954,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425746,140721321,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425746,240751504,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425746,340655565,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425746,440711975,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425746,540665626,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425746,640667200,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425746,740716218,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425746,840667486,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425746,940768241,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425747,40734529,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425747,140666723,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425747,240678071,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425747,340705633,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425747,440711498,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425747,540666103,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425747,640726804,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425747,740682125,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425747,840676069,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425747,940727949,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425748,40663719,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425748,140678405,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425748,240680932,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425748,340671300,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425748,440648078,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425748,540752887,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425748,640763759,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425748,740708827,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425748,840763330,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425748,940682172,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425749,40733337,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425749,140793561,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425749,240723133,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425749,340664625,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425749,440703153,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425749,540710210,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425749,640717506,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425749,740708827,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425749,840722322,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425749,940678596,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425750,40672302,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425750,140725851,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425750,240734577,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425750,340738773,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425750,440725088,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425750,540776729,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425750,640664339,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425750,740694999,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425750,840726613,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425750,940735816,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425751,40727853,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425751,140710592,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425751,240732431,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425751,340715169,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425751,440714120,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425751,540743112,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425751,640754222,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425751,740749835,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425751,840762615,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425751,940792560,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425752,40753364,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425752,140703678,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425752,240766048,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425752,340722799,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425752,440753936,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425752,540771484,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425752,640784025,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425752,740741014,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425752,840769290,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425752,940722227,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425753,40702819,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425753,140683889,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425753,240701198,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425753,340715408,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425753,440766572,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425753,540688037,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425753,640754699,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425753,740744352,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425753,840768098,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425753,940745353,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425754,40724754,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425754,140724658,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425754,240687608,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425754,340744733,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425754,450264930,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425754,540666103,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425754,640775680,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425754,740736961,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425754,840604066,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425754,940696239,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425755,40775775,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425755,140721082,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425755,240742921,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425755,340747594,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425755,440706491,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425755,540708780,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425755,640732526,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425755,741112232,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425755,840744733,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425755,940743923,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425756,40741443,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425756,140733003,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425756,240751981,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425756,340798616,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425756,440734386,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425756,540768146,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425756,640740394,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425756,740864753,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425756,840807199,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425756,940761327,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425757,40734529,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425757,140702009,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425757,240734815,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425757,340837001,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425757,440859794,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425757,540713787,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425757,640678644,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425757,740716457,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425757,846063375,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425757,940674781,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425758,40775537,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425758,140702486,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425758,240700483,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425758,340784788,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425758,440765619,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425758,540680885,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425758,640696287,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425758,740783214,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425758,840646982,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425758,940899372,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425759,40804386,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425759,140691757,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425759,240653276,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425759,340802192,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425759,440658330,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425759,540714740,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425759,640714168,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425759,740765810,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425759,840698957,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425759,940700769,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425760,40695190,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425760,140713453,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425760,240666866,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425760,340737819,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425760,440687417,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425760,540683031,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425760,640672206,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425760,740861415,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425760,840695619,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425760,940751314,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425761,67035436,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425761,140737295,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425761,240707159,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425761,340819120,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425761,440686702,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425761,540791511,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425761,640737056,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425761,740707635,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425761,840731620,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425761,940750360,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425762,40672302,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425762,140695810,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425762,240741729,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425762,340717315,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425762,440736532,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425762,540771484,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425762,640778064,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425762,740802049,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425762,840724945,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425762,940776109,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425763,40697813,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425763,140720605,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425763,240742921,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425763,340734004,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425763,440702199,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425763,540764331,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425763,640720367,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425763,740763425,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425763,840651273,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425763,940759897,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425764,40725469,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425764,140746355,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425764,240710973,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425764,340745210,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425764,440712213,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425764,540760517,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425764,640695095,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425764,740726709,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425764,840746402,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425764,940680980,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425765,40718078,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425765,140797615,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425765,240648746,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425765,340675830,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425765,440702199,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425765,540676593,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425765,640706539,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425765,740801811,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425765,840793371,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425765,940706491,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425766,40703773,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425766,140805006,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425766,240731477,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425766,340705394,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425766,440733432,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425766,540733337,0,1
source,time_s,time_ns,action,controller_state
xbox,1681425766,640716075,0,1
