Participant Code,Task Name,Duration
"2","hand-t","538.4643979072571"
"2","hand-m","135.8717861175537"
"2","hand-d","362.6714675426483"
"2","xbox-t","180.72005605697632"
"2","xbox-m","81.7444577217102"
"2","xbox-d","153.0074005126953"
"2","gui-t","176.78321361541748"
"2","gui-m","51.85513353347778"
"2","gui-d","150.38282227516174"
